id,text,sdg,expected_label,predictions,predicted_label,is_correct
a3eb56d,"Unemployment assistance has been merged with social assistance in 2005. Initial eligibility conditions have also become more demanding in at least three countries, while none appear to have lowered the barriers to access the benefit system. Some countries raised benefit durations and ceilings - in two of them the rise in the first period was followed by a reduction in the second.",10,True,"[1, 8]",False,False
8c3124a,"This was confirmed in the Treaty of Maastricht in 1992 and reaffirmed when the Lisbon Agenda was announced in 2000.3 For the EU, as well as for the OECD, social cohesion is something to strive towards, to be created via ‘modernised’ social policies, regional redistribution and new forms of governance involving both more active citizenship and mechanisms for identifying best practices. With the 2005 mid-term review and adjustment of the Lisbon Strategy the policy directions have been modified, but the overall goal remains. Social cohesion is a flagship concept which constantly reminds us of the need to be collectively attentive to, and aware of, any kind of discrimination, inequality, marginality or exclusion.",10,True,"[10, 16]",True,True
84b90b2,"Two findings are interesting here. First, the migrants' earnings exhibit a more even distribution than do local workers' earnings. For instance, the Gini coefficients for urban local workers and migrant workers are 0.424 and 0.310, respectively. Second, when including migrants with urban residents, inequality in urban areas decreases: the Gini falls from 0.424 to 0.405, and more significantly, GE (-1) falls from 0.523 to 0.461.’",10,True,"[8, 10]",True,True
26f4da2,"Such tentative scenarios are derived mechanically but are not inconsistent with country-specific reform experiences identified in Bouis et al. ( Empirical Evidence from a Panel of OECD countries”, OECD Economics Department Working Paper, No. Evidence from OECD Countries”, OECD Economics Department Working Papers, No.",10,False,"[8, 9]",False,True
dd7cdf4,"Any group of poor individuals harmed by a trade policy of another country should therefore have the right to bring a case before the WTO. There should exist an office (‘Defender of the Right to Trade’), potentially located within UNCTAD, that would have the right to bring suit against any country seen as violating the right to trade as defined above. They have recognised that opening up their markets to these countries would have little impact on their own economies (indeed, to the extent that trade restrictions are distortionary, benefiting producers at the expense of consumers, overall welfare would probably increase), but could be of enormous benefit to the least-developed countries.",10,True,"[1, 10]",True,True
a252d92,"The PIAAC survey provides a measure of the numeracy and literacy skills. One obvious concern in the context of the present analysis is to what extent these measures actually reflect skills acquired while in education, given that skills are likely to depreciate with age, and might be complemented by those accumulated at work. These concerns are addressed both empirically and based on previous results suggesting that PIAAC skills largely reflect those accumulated while studying (see Annex 3 for a discussion).",10,False,[4],False,True
79a14a9,"Income Inequality has declined in many of the countries that experienced sustained economic growth, while increasing in countries with negative growth. In most countries whose per capita income/consumption grew during this period, growth was faster for the bottom 40 per cent of the population. Others have a more complex decision-making mechanism in place.",10,True,"[8, 10]",True,True
fab7c5b,"This process has gained momentum in the United States, Germany, the United Kingdom, France and countries of East Asia, where policies are being designed to incorporate and spread the use of these instruments. Relative productivity is defined as the labour productivity of a country or region with respect to a benchmark country on the technological frontier. This indicator is a proxy for the behaviour of the gap in technology capacity.",10,False,"[9, 17]",False,True
54d188e,"Indeed, despite a slowing of the trend towards greater market-income disparities, income inequality after adding benefits and taxes has increased at faster rate since the mid-90s than it had in the decade before. Benefits have a much stronger impact on inequality than social contributions or taxes, despite the bigger aggregate size of direct taxes and, hence, their bigger average impact on household incomes. In general, changes on the benefit side can therefore be expected to be a more significant driver of the extent of overall redistribution and inequality. On average across 29 OECD countries, cash support for working-age individuals and their families has grown in real terms but has accounted for a declining share of total social spending (the share fell from 27% in 1985 to 25% in 1995 and 21% in 2005).",10,True,[10],True,True
d8f0dbd,"Second, technological progress shifted production technologies in both industries and services in favour of skilled labour. In that time, trade integration - the sum of imports and exports as a share of GDP - doubled in many OECD countries. But globalisation is not only about trade in goods and services.",10,False,"[8, 9]",False,True
c7bc259,"The surges in consumption in recent years, as examined in chapter IV, could easily be erased by a reversal of the business cycle, threatening access to basic consumer staples for this broad swathe of the population. The most evident of these features is that the poverty rate for children is considerably higher than for the rest of the population. Poverty rates among children aged 15 and under are between 1.1 and 2.0 times greater than for the general population, with the largest discrepancies seen in countries with lowest overall poverty rates. With a number of exceptions, in many countries poverty and age tend to be inversely correlated.",10,True,"[1, 2]",False,False
00eab62,"However, this standard was not always applied in the previous updates. Correcting this lack of harmonisation has led to several revisions of scores in many countries. Third, whenever employers can avoid enforcement of reinstatement orders by simply paying compensation or can choose between compensation and reinstatement, a score equal to 0 is normally attributed to the indicator measuring the extent of reinstatement. Specific methodological features of the 2013 update round and the revision of published indicators (cont.) Published” refers to scores as published in Venn (2009). The summary indicator is obtained as a weighted average of EPRC and EPT, with weights 7/12 and 5/12.The data refer to 2009 in the case of France and Portugal.",10,False,"[8, 16]",False,True
03023c7,"Capital and financial market liberalisation and banking deregulation often led to an increase in instability, with adverse effects on inequality and growth (see Stiglitz 2008, 2010, 2011, 2012). And trade ministers, especially from the developed countries, were ill-prepared to analyse the implications of alternative proposals for development. Under GATT, developing countries were somewhat protected by the commitment towards Special and Differential Treatment.",10,True,"[8, 10]",True,True
bb98b9b,"In addition, maximum wind speeds from tropical cyclones are likely to increase, though not in every watershed. All in all, the increase in exposure to these events will result in greater direct economic losses (IPCC, 2013). Extreme waves are becoming more common and will shape the design of maritime infrastructure works in the region, since failing to consider long-term change factors would reduce the viability of such works to about 60% of their current level by 2070. The impacts and adaptation processes will undoubtedly be of significant magnitude, and will increase over the course of the century across many areas of economic activity such as the agriculture sector, the water sector, land use changes, biodiversity, tourism, infrastructure and the health of the population.",10,False,"[13, 9]",False,True
2043a1f,"Tourism is the second-largest source of hard currency earnings, following remittances. The tourism sector has potential but is weakly developed, cruise ship numbers have recently declined and tourism numbers are presently declining. In 2011 GDP was estimated at $378 million with GDP per capita estimated at $3,648. Real GDP growth fell in both 2008-09 and 2009-2010 but for 2010-11 was expected to grow at around 1.4 per cent.",10,False,"[8, 9]",False,True
cc302ce,"The development of new technological options that promote low carbon intensity, as well as the economic costs of mitigation processes, will certainly be significant in areas such as energy, transportation and forest conservation, which will modify the current patterns of economic development (Galindo, 2009). Although these actions can have marginal mitigation effects at the global scale, they are important for ensuring environmentally sustainable development in the region. Building a culture of risk prevention and developing a large-scale climate change adaptation strategy are essential steps. Of its 550 million people, 77% live in cities of more than 2,000 inhabitants, a rate that approaches 90% in the Southern Cone and is forecast to rise across the region to 85% by 2030. Cities with more than 20,000 inhabitants alone are home to two thirds of the region's population, the highest rate in the world (ECLAC, 2012d). The system of cities in Latin America is highly varied in terms of size and conformation, but in general, the countries tend to have several megalopolises alongside strong urbanization and growing importance for medium-sized cities.",10,False,"[7, 13]",False,True
1dce668,"Conversely, the maximum duration of successive contracts is very short in Chile and France, while no substantial limits are found in about one-third of OECD countries37 as well as in India and South Africa (see Figure 2.7). In Belgium, Ireland, Italy, the Netherlands and Saudi Arabia, there is no limitation for the first contract, but cumulative time limits step in when a renewal occur, or a new contract between the same employer and employee is signed. In this case, workers are hired by an agency and temporarily assigned for work into a user firm, typically to perform temporary tasks outside the “core” business of the user firm or to enable it to cope with short-term increases in workload.",10,False,[8],False,True
1afd2ee,"Trade liberalisation (the removal of barriers to cross-border trade) has historically been negotiated at the World Trade Organization (WTO), trade agreements negotiated there translate into impacts within countries and therefore have significant implications for household wellbeing and gender equality1. There is now considerable empirical evidence that international trade agreements have a differential impact on women and men at household, firm and national levels (Randriamaro, 2006, Carr and Williams, 2010, World Bank, 2012, United Nations Conference on Trade and Development (UNCTAD), 2012), creating disparities in how the opportunities and challenges of globalisation are experienced. Yet, there have been only limited attempts over the decades during which global trade negotiations have been taking place to mainstream2, or integrate, gender concerns into trade policy and negotiations. Our research confirms that the first hurdle, that of holding the position of ambassador or head of mission (HoM)3, shapes progression on to the decision-making and accountable committees and councils of the WTO.",10,True,"[5, 8]",False,False
96ccb6d,"Strong household income growth in the Nordics has lifted incomes from the bottom to the top of the distribution from the mid-1990s to 2014 (Figure 3). This contrast with developments in Germany and the United States, were stagnating incomes at the bottom of the income distribution imply that material living standards have improved very little relative to the mid-1990s. National sources report an increase around four Gini points from 1990 to 2014 (Statistics Norway), but the applied household income definition is not fully comparable with the one used for OECD figures (see Causa et al.",10,True,"[1, 10]",True,True
97a7473,"Bonuses can be viewed as a form of remuneration through which firms improve incentives while transferring some of their profitability risks to employees. However, they are frequently tied to short-term performance without claw-back provisions and may therefore come at the expense of firm-level stability with particularly damaging consequences in the case of systemically-important financial institutions. Data for Germany relate to 2006.",10,False,"[8, 9]",False,True
1ea438b,"This may free up resources that could be used to help those with insufficient savings. These systems have an essential role to play in addressing persistent poverty, protecting households against income and health-related risks and tackling income inequality. It revealed that having social protection systems in place before a crisis strengthens the effectiveness of social policy responses to changing needs. The first is to ensure that social protection systems provide adequate support to those who need it in a context of limited fiscal resources and weak administration and a high rate of informal work that leaves large parts of the workforce uncovered by the main instruments of social policy.",10,True,"[1, 10]",True,True
f89cabc,"There is growing consensus that assessments of economic performance should not focus solely on overall income growth, but also take into account income distribution. Some see poverty as the relevant concern while others are concerned with income inequality more generally. A key question is whether the type of growth-enhancing policy reforms advocated for each OECD country and the BRIICS in Going for Growth might have positive or negative side effects on income inequality.",10,True,"[1, 10]",True,True
3b634a5,"The union movement in Chile was persecuted during the military dictatorship and never regained its influence after the return to democracy in 1990: unionisation levels are currently below 10% (Solimano, 2011). It is recognition of that fact that is behind the current attempts to establish a working collective bargaining process in China and tripartite committees for social dialogue in Korea. Moreover, the mounting body of evidence from labour institutions has generally toned down the view (based on perfectly competitive labour market models) that labour regulations were the source of many woes, from informality to rigidity.",10,False,"[8, 16]",False,True
452184b,"Where this has not been the case in the past, systems have languished because data providers lose enthusiasm and reports have either not been produced in a timely manner or have lacked complete data from which sensible conclusions can be drawn. The Commonwealth, in close collaboration with the Pacific Islands Forum Secretariat, could implement this recommendation. This is an area where the Commonwealth could be involved and share the experiences of regionalism from the Caribbean and Africa.",10,False,"[16, 17]",False,True
a36c598,"In addition, international actors have been criticised for permitting a ""blame culture"" in which risks were unfairly distributed along the partnership chain, with front-line responders exposed to the most significant risk. The RMU was established in 2011 to help UN agencies to better assess and understand risk. It is funded by Denmark, DFID and the Common Humanitarian Fund for Somalia. The RMU carries out risk assessments and monitoring, conducts due diligence on implementing partners, and manages a database of risk-related evidence on UN implementing partners.",10,False,"[16, 17]",False,True
8e18c13,"Decomposing wage developments of earners between the 90th (top) and the 10th (bottom) percentiles allows a comparison of the ratio of wages at the 90th percentile with that of the 50th percentile (the 90-50 ratio) and the ratio of wages at the 50th percentile with that of the 10th percentile (the 50-10 ratio). Data points for members of the EU are ordered by changes in the share of highest-paying occupations. By contrast, the 50-10 ratio has remained fairly stable at a level of about 15 per cent above its level of the early 1970s. More detailed evidence indicates that the gap between the 10th percentile and the median has substantially contracted over the past few years (Acemoglu and Autor, 2012: 13).",10,True,"[8, 10]",True,True
f8a86ae,"These can facilitate labour management, but do not guarantee the skills or productivity required for the job. In the absence of formal institutions, informal institutions are considered an important mechanism of risk management. In the long term, as businesses grow and attract new investments, formal institutions will need to be strengthened to increase confidence in court systems and legal arrangements.",10,False,"[8, 16]",False,True
269569a,"At the time of writing there were only five qualified plumbers in Tonga, not only is it hard to get access to them but they have no time to be tutors in plumbing at the Tonga Institute of Science and Technology. Here too, migration and attrition are combined. In Samoa, 52 teachers left the service in three and a half years between 2000 and 2005, eroding the quality of curriculum delivery (Afamasaga 2006). Tonga was losing teachers at a similar rate.",10,False,"[4, 8]",False,True
282e248,"Background paper for World Economic and Social Survey 2008. Evolving structure of world agricultural trade and requirements for new world trade rules. Paper presented at the FAO Expert Meeting on How to Feed the World in 2050, Food and Agriculture Organization of the United Nations, Rome, 24-26 June 2009. Sharma, Krishnan, Arun Kashyap, Manuel Montes, and Paul Ladd (2011).",10,False,"[2, 17]",False,True
28f011f,"On this front, many of the region's countries have made real efforts to conserve their natural wealth by establishing protected areas, especially under the Convention on Biological Diversity. Important regional efforts and experiences in this regard include the creation of the Mesoamerican Biological Corridor, in which Mexico and seven Central American countries participate, the expansion of the Serranfa del Chiribiquete natural park in Colombia and that country's policy of conservation in the Amazon region, as well as the tropical rainforest conservation programme in Brazil, which has spurred a strong expansion in protected areas in the region and has become the driving force in reducing deforestation in the Amazon region. One example was the domestication of plants of tremendous economic value that were grown in species-rich areas inhabited by sophisticated ancient civilizations. This process was key in the development of agriculture and gave rise to hubs of origin of major crops such as maize, yucca, potatoes, peanuts, beans, squash, tomatoes, cacao, quinoa and others.",10,False,"[15, 2]",False,True
60d8647,"Overall, these findings signal synergies across policy objectives, i.e. that reforms aimed at encouraging exports among domestic firms could boost efficiency and equity. This finding could reflect FDI-induced demand for unskilled labour and associated employment creation, and it would suggest that policy reforms aimed at easing barriers to entry for foreign firms could serve both the efficiency and equity objectives. By contrast, there is some evidence of negative effects on household incomes of the lower-middle class and the poor.",10,True,"[8, 10]",True,True
8059cc5,"The IMF metal price index also fell by 10.2 per cent in 2013-14 and by another 23.1 per cent between 2014 and 2015 (Figure 1.5). The IMF’s energy index saw the sharpest decline between 2014 and 2015, at 44.9 per cent (Figure 1.5). The continued decline in commodity prices indicates an end to the commodity supercycle that commenced in the early 2000s. The oil price fall is expected to yield a windfall for the majority of Commonwealth small states, which are net importers of oil, although in general the pass-through to retail prices has been relatively limited thus far, reflecting short-term price rigidities and exchange rate fluctuations.",10,False,"[7, 8]",False,True
77a9c14,"The levels of inequality in some emerging-economy countries of the region are also approaching that of Latin American countries. However, a transition towards more proactive fiscal policies to adjust income distribution and an enhanced role of progressive direct taxes in particular, as observed in Latin America, has yet to happen. For the more advanced developing countries of the region, the progress achieved in Latin American countries since the 2000s is not beyond reach. In 2015 total tax revenue averaged 16.4 per cent of GDP in the region, compared to developing country average of 20.2 per cent and developed country average of 25.1 per cent.110 This regional average conceals the vast differences between countries.",10,True,[10],True,True
99b3b11,"Jobs and income growth of top earners and the causes of changing income inequality: Evidence from U.S. tax return data. Working paper, Williams College, William-stown, MA. Cash transfers for older people reduce poverty and inequality. In: Bebbington AJ, Dani AA, De Haan A, and Walton M, eds. Institutional Pathways to Equity: Addressing Inequality Traps.",10,True,"[1, 10]",True,True
